2.399999999999999911e-01 4.881602375145053685e+00 1.000000000000000000e+00
2.500000000000000000e-01 2.653678466272306302e+00 1.000000000000000000e+00
2.600000000000000089e-01 2.362520328591748875e+00 1.000000000000000000e+00
2.700000000000000178e-01 2.239265727104184034e+00 1.000000000000000000e+00
2.799999999999999711e-01 2.168799883203992085e+00 1.000000000000000000e+00
2.899999999999999800e-01 2.122140991873611604e+00 1.000000000000000000e+00
2.999999999999999889e-01 2.088448606922208128e+00 1.000000000000000000e+00
3.099999999999999978e-01 2.062703229247186965e+00 1.000000000000000000e+00
3.200000000000000067e-01 2.042238836513529776e+00 1.000000000000000000e+00
3.299999999999999600e-01 2.025495806394537635e+00 1.000000000000000000e+00
3.399999999999999689e-01 2.011493729630799532e+00 1.000000000000000000e+00
3.499999999999999778e-01 1.999581062847849644e+00 1.000000000000000000e+00
3.599999999999999867e-01 1.989305254543168644e+00 1.000000000000000000e+00
3.699999999999999956e-01 1.980340495939726608e+00 1.000000000000000000e+00
3.800000000000000044e-01 1.972445183038015193e+00 1.000000000000000000e+00
3.900000000000000133e-01 1.965435665073701266e+00 1.000000000000000000e+00
4.000000000000000222e-01 1.959169388000592926e+00 1.000000000000000000e+00
4.100000000000000311e-01 1.953533697242429090e+00 1.000000000000000000e+00
4.199999999999999845e-01 1.948438178509974472e+00 1.000000000000000000e+00
4.299999999999999933e-01 1.943809283140656374e+00 1.000000000000000000e+00
4.400000000000000022e-01 1.939586470912468830e+00 1.000000000000000000e+00
4.499999999999999556e-01 1.935719386364071593e+00 1.000000000000000000e+00
4.599999999999999645e-01 1.932165754847348982e+00 1.000000000000000000e+00
4.699999999999999734e-01 1.928889789882834993e+00 1.000000000000000000e+00
4.799999999999999822e-01 1.925860970312601950e+00 1.000000000000000000e+00
4.899999999999999911e-01 1.923053089270443383e+00 1.000000000000000000e+00
5.000000000000000000e-01 1.920443505904021242e+00 1.000000000000000000e+00
5.100000000000000089e-01 1.918012550367075297e+00 1.000000000000000000e+00
5.200000000000000178e-01 1.915743046099354974e+00 1.000000000000000000e+00
5.300000000000000266e-01 1.913619922869354895e+00 1.000000000000000000e+00
5.400000000000000355e-01 1.911629900779857172e+00 1.000000000000000000e+00
5.500000000000000444e-01 1.909761230284257039e+00 1.000000000000000000e+00
5.600000000000000533e-01 1.908003476801186427e+00 1.000000000000000000e+00
5.700000000000000622e-01 1.906347341129774664e+00 1.000000000000000000e+00
5.800000000000000711e-01 1.904784508820842159e+00 1.000000000000000000e+00
5.900000000000000799e-01 1.903307523132878876e+00 1.000000000000000000e+00
5.999999999999999778e-01 1.901909677324119086e+00 1.000000000000000000e+00
6.099999999999999867e-01 1.900584922894676954e+00 1.000000000000000000e+00
6.199999999999999956e-01 1.899327791061257820e+00 1.000000000000000000e+00
6.300000000000000044e-01 1.898133325269100169e+00 1.000000000000000000e+00
6.400000000000000133e-01 1.896997022956673051e+00 1.000000000000000000e+00
6.500000000000000222e-01 1.895914785114140244e+00 1.000000000000000000e+00
6.599999999999999201e-01 1.894882872436187915e+00 1.000000000000000000e+00
6.699999999999999289e-01 1.893897867078090158e+00 1.000000000000000000e+00
6.799999999999999378e-01 1.892956639191987644e+00 1.000000000000000000e+00
6.899999999999999467e-01 1.892056317556763734e+00 1.000000000000000000e+00
6.999999999999999556e-01 1.891194263726195812e+00 1.000000000000000000e+00
7.099999999999999645e-01 1.890368049211290424e+00 1.000000000000000000e+00
7.199999999999999734e-01 1.889575435287859984e+00 1.000000000000000000e+00
7.299999999999999822e-01 1.888814355082585328e+00 1.000000000000000000e+00
7.399999999999999911e-01 1.888082897642468172e+00 1.000000000000000000e+00
